id,predicted
914206820-914239427-717245,8.463806058929173
916789157-916823770-824309,7.9795156264834475
913341082-977479363-2948,5.584065479260249
889682582-889697172-28720,16.85367129925435
997991699-998006945-417222,10.348930861007267
914931487-815162862-756427,7.602050468144415
967062979-972338656-6209,15.213734965339363
914631734-914748119-740036,8.628061724571333
970976361-973961837-23171,10.49696322252932
979425031-979584385-54031,7.124162026048646
914852625-914864976-744489,7.899063625616093
916756097-816761972-821991,7.651265597716519
916696329-916855303-825770,7.212759219515796
999523609-999562434-491142,10.597726823403654
994901079-894954892-132987,10.758012334978268
911792265-974817039-5087,9.150193137963
913473302-913536835-687980,16.347854814472072
918117938-918191305-875929,8.386925464429925
915669638-999198198-169214,5.563453668338634
914509149-997196597-527954,6.42466522840604
914466636-914504651-727452,4.27642760027167
911976099-912089797-626182,6.6446567867012964
915856217-888209042-18973,7.889597670785849
996546780-987033916-95530,7.298338831657385
915255159-915271111-760694,10.06735903507789
911838265-992426632-125610,11.257706938417822
916180454-916218907-797699,6.885178404882673
914453038-914480388-726086,6.900006616698414
917356440-917513635-849523,7.43449433426318
994065084-993267732-128428,5.497362518693103
999666124--87921-87921,3.78766936543367
911559110-995018535-113182,12.657953947147783
914091047-914103754-712231,2.2776877792797423
914082978--713048-713048,8.944137238851496
912006204-912023621-624089,9.780773995872218
914400724-998465990-431492,4.584775698546905
916989806-917011877-830956,5.873227928982427
981105605-981132165-594905,6.840051679153372
914621984-914836530-743517,4.45921731604863
994391615-994413317-122517,14.819707358260967
986221840-986226389-245826,11.922334941238793
914429773--159582-159582,7.392976058388231
816607922-916641869-817278,5.44973244626396
816607892-916641737-817028,8.18074324368927
914907985-915552331-771712,7.455672382108003
896525352-996536750-166511,6.796416425910992
915593453-915650597-775136,3.572579681450772
996747166-996794369-8868,14.819707358260967
813976692-913980611-706796,7.366349124075943
915592538-915731457-778956,9.908324062166853
917264651-914558484-729811,4.460792182294895
916842236-994757725-127196,5.356900387705312
996616886-989564013-114778,11.257706938417822
995769611-995774852-127246,9.586283400535017
893946462-994097881-9227,4.400599480267806
912071529-912083268-626229,4.884015926502255
913897943-913983106-707013,6.026133701982514
813672642-813741822-696824,6.986459643360273
915554458-915667023-775763,5.43167470870857
913877284-913922050-703929,6.725549719781549
915465315-915489370-769505,7.455672382108003
915547680-915555470-771981,6.510174387474148
816672392-999289428-458308,9.420666177399218
913695348-993513792-122499,5.0062484592830705
997125959-997501837-163880,3.572579681450772
815073002-915119611-754586,7.5063439973779085
914218322-814238172-717242,14.090409230636809
998011094-994061658-2639,10.06735903507789
813333872-913379535-681929,6.984420483769274
911607344-911635690-515951,6.606958080059247
816164532-916222491-797777,8.41520295837035
911836459-911905701-605911,9.425906710289293
914201055-914237645-717244,2.9922143665471355
915477747-915500595-769979,8.582203351038398
998845599-998866030-334101,4.714536093141242
896526332-996537544-8799,6.658213330822819
912772888-985906947-9243,6.840226389315202
898255662-897163012-155657,6.086900990310883
999314341-984280351-62921,8.439491675512066
915679013-815702832-777273,6.6446567867012964
997649796-996722988-154123,4.770165033299555
985993572-986007768-108029,5.37471531495919
914246504-979840144-69559,2.982420769514321
911755297-911784742-509539,3.374152474243973
997484517-897508362-162992,3.9085500731489455
813884542-913924282-703932,4.249009783898776
898188582-998204291-616056,2.8607592914120294
913441168-913474538-685849,3.5941659077693218
988143294-888170332-16561,5.1956057211476905
916979185-916998635-830438,3.1544502498891167
987305134-987486287-71663,6.455974700607497
898199282-898796302-318562,4.793433707047233
998090555-998487447-408107,3.4490680309981894
997982347-998725380-471458,4.8592723385148195
997363280-897375532-156340,3.902985995571257
993909793-893914692-30073,5.0472522250784015
916242115-916286538-800346,4.053599006268914
999338011-999545181-486969,4.3379234075133315
997535111-897641542-164562,5.83867877738525
994905953-994946978-500374,5.1956057211476905
943311331-973610368-39332,3.633400505773147
915312519-984138822-54539,3.311695278007042
812855972-913450361-684687,4.275555784720717
996042529-972225479-41034,2.9858714363680283
998724333-998730252-169257,4.528783478511097
974535157-974800942-23598,3.190163126207834
917038996-973245694-86132,2.9971190076712646
986273085-986536027-71653,4.867096743400446
967796247-972394998-46007,2.313079277328654
991036385-982670594-5394,3.315416754492491
999227449-995293587-123774,5.289324152956435
976114191-976119878-54847,2.973752407271564
940969085-972077771-132980,3.662341029589602
977533260-987907657-83553,3.5185765923816334
916669399-971901772-19021,3.5744163831995044
917998191-972376191-46218,4.272185441322099
913243730-871762422-46032,3.7531550701212932
813144972-976171144-54047,3.658580316342689
987774096-971803886-14511,2.7807379639742953
992006544-972889482-42909,3.788717362014872
913480821-982137608-64371,3.157973163596881
997039025-997080254-165852,3.190163126207834
915098665-980621286-81790,3.349924675462063
996547957-981227697-58769,3.9633882798765097
812173472-976644794-66184,2.8626297644170564
983685358-983732682-55143,3.6770388939008245
998728231-978678211-43691,3.2403517068080814
938473072-971666501-23412,4.309206335602669
914285852-972274410-30082,3.5381193474400168
983173527-994001191-104113,3.103590155662338
914244668-997906691-154068,3.310055386567134
915311652-815353382-763901,3.5744163831995044
991953957-979670877-62122,3.2583943992436923
971104317-974191113-6050,4.416498732399463
946587745-972142239-2513,5.429655166188767
913168046-972176222-24185,4.209095618624248
913451406-913579216-689660,4.910194641347232
815339592-988076562-79087,3.0505947948400283
985907064-985980470-122525,3.299783956466961
916137583-816287812-800342,2.9971190076712646
